0183,L,R
0184,L,R
0186,L,R
0187,L,R
0188,L,R
0189,L,R
0192,L,R
0193,L,R
0194,L,R
0195,L,R
0196,L,R
0197,L,R
0198,L,R
0199,L,R
0200,L,R
0201,L,R
0202,L,R
0204,L,R
0205,L,R
0206,L,R
0207,L,R
0208,L,R
0210,L,R
0211,L,R
0212,L,R
0213,L,R
0214,L,R
0215,L,R
0216,L,R
0217,L,R
0218,L,R
0219,L,R
0220,L,R
0221,L,R
0222,L,R
0223,L,R
0224,L,R
0225,L,R
0226,L,R
0227,L,R
0228,L,R
0230,L,R
0231,L,R
0232,L,R
0233,L,R
0234,L,R
0235,L,R
0236,L,R
0238,L,R
0239,L,R
0240,L,R
0241,L,R
0243,L,R
0244,L,R
0245,L,R
0246,L,R
0249,L,R
0250,L,R
0251,L,R
0252,L,R
0253,L,R
0254,L,R
0255,L,R
0257,L,R
0258,L,R
0259,L,R
0260,L,R
0261,L,R
0262,L,R
0263,L,R
0264,L,R
0265,L,R
0266,L,R
0267,L,R
0268,L,R
0269,L,R
0270,L,R
0271,L,R
0272,L,R
0273,L,R
0274,L,R
0275,L,R
0276,L,R
0277,L,R
0278,L,R
0279,L,R
0280,L,R
0281,L,R
0282,L,R
0283,L,R
0285,L,R
0286,L,R
0287,L,R
0288,L,R
0289,L,R
0290,L,R
0291,L,R
0292,L,R
0293,L,R
0294,L,R
0295,L,R
0296,L,R
0297,L,R
0298,L,R
0299,L,R
0300,L,R
0301,L,R
0302,L,R
0303,L,R
0304,L,R
0305,L,R
0306,L,R
0307,L,R
0308,L,R
0309,L,R
0310,L,R
0311,L,R
0312,L,R
0313,L,R
0314,L,R
0315,L,R
0316,L,R
0317,L,R
0318,L,R
0319,L,R
0320,L,R
0321,L,R
0322,L,R
0323,L,R
0324,L,R
0325,L,R
0326,L,R
0327,L,R
0328,L,R
0329,L,R
0330,L,R
0331,L,R
0332,L,R
0333,L,R
0334,L,R
0335,L,R
0336,L,R
0337,L,R
0338,L,R
0339,L,R
0340,L,R
0341,L,R
0342,L,R
0343,L,R
0344,L,R
0345,L,R
0346,L,R
0347,L,R
0348,L,R
0349,L,R
0350,L,R
0351,L,R
0352,L,R
0353,L,R
0354,L,R
0355,L,R
0356,L,R
0357,L,R
0358,L,R
0359,L,R
0360,L,R
0361,L,R
0362,L,R
0363,L,R
0364,L,R
0365,L,R
0366,L,R
0367,L,R
0368,L,R
0369,L,R
0370,L,R
0371,L,R
0372,L,R
0373,L,R
0374,L,R
0375,L,R
0376,L,R
0377,L,R
0378,L,R
0379,L,R
0380,L,R
0381,L,R
0382,L,R
0383,L,R
0384,L,R
0385,L,R
0386,L,R
0387,L,R
0388,L,R
0389,L,R
0390,L,R
0391,L,R
0392,L,R
0393,L,R
0394,L,R
0395,L,R
0396,L,R
0397,L,R
0398,L,R
0399,L,R
0400,L,R
0401,L,R
0402,L,R
0403,L,R
0404,L,R
0405,L,R
0406,L,R
0407,L,R
0408,L,R
0409,L,R
0410,L,R
0411,L,R
0412,L,R
0413,L,R
0414,L,R
0415,L,R
0416,L,R
0417,L,R
0418,L,R
0419,L,R
0420,L,R
0421,L,R
0422,L,R
0423,L,R
0424,L,R
0426,L,R
0427,L,R
0428,L,R
0429,L,R
0430,L,R
0431,L,R
0432,L,R
0433,L,R
0434,L,R
0435,L,R
0436,L,R
0437,L,R
0438,L,R
0439,L,R
0440,L,R
0441,L,R
0442,L,R
0443,L,R
0444,L,R
0445,L,R
0447,L,R
0448,L,R
0449,L,R
0450,L,R
0451,L,R
0452,L,R
0453,L,R
0454,L,R
0455,L,R
0456,L,R
0457,L,R
